"date_added","is_primary","username","public_key"
"2019-02-25T00:57:17.137Z",false,"Gwendolyn51","5018-6109-0601-5457"
"2019-02-28T14:33:46.263Z",false,"Jermaine_Kreiger44","6576-1347-3385-0354"
"2019-02-28T18:08:31.084Z",false,"Heloise38","6767-6101-1752-7029-854"
"2019-02-28T10:21:26.935Z",false,"Daron97","3528-3081-0451-8543"
"2019-02-22T20:49:15.423Z",false,"Cooper_Towne38","3434-842180-38606"
"2019-02-21T23:06:54.393Z",false,"Dena_Thiel","3529-2487-3424-8443"
"2019-03-01T06:36:16.567Z",false,"Mae_McClure82","6011-5014-8456-4910"
"2019-02-28T05:37:16.967Z",false,"Claudine.Upton","6771-8924-3459-2156"
"2019-03-01T05:58:54.755Z",false,"Cooper74","670667161345581080"
"2019-02-23T04:55:10.382Z",false,"Emely.Goyette","3722-237011-16893"
"2019-02-21T02:22:17.309Z",false,"Dexter.Nitzsche","5425-1224-5546-4283"
"2019-02-25T13:03:18.699Z",false,"Ashtyn.Ullrich","6481-6224-7747-4383-8433"
"2019-02-27T11:42:03.763Z",false,"Cooper.Turner","6759-0614-1451-6866-24"
